account_id,customer_id,account_type,open_date,current_balance,currency
ACC0002935,CUST000260,Loan,13/05/2018,-39283.66,USD
ACC0002936,CUST002928,Savings,29/12/2014,19355.33,USD
ACC0002937,CUST002560,Credit Card,14-Sep-2024,-3093.5,USD
ACC0002938,CUST004998,Credit Card,13/07/2016,USD -628.23,USD
ACC0002939,CUST004998,Savings,13/07/2016,19394.24,USD
ACC0002940,CUST004998,Loan,13/07/2016,"USD -19,120.84",USD
ACC0002941,CUST004431,Credit Card,09/22/2024,N/A,USD
ACC0002942,CUST004431,Savings,09/22/2024,"USD 61,734.46",USD
ACC0002943,CUST002604,Loan,28-Oct-2023,-18317.66,USD
ACC0002944,CUST000053,Loan,09-Aug-2019,-39 561.75,USD
ACC0002945,CUST000053,Credit Card,09-Aug-2019,USD -5.05,USD
ACC0002946,CUST004169,Credit Card,03/28/2016,-4321.2,USD
ACC0002947,CUST004169,Loan,03/28/2016,-58394.95,USD
ACC0002948,CUST004169,Savings,03/28/2016,20449.27,USD
ACC0002949,CUST004169,Checking,03/28/2016,3737.05,USD
ACC0002950,CUST004831,Savings,26/03/2020,26844.21,USD
ACC0002951,CUST002246,Credit Card,05/19/2021,USD -600.99,USD
ACC0002952,CUST002246,Savings,05/19/2021,22 695.44,USD
ACC0002953,CUST002465,Savings,08/10/2020,17882.65,USD
ACC0002954,CUST002858,Savings,08/25/2022,4279.1,USD
ACC0002955,CUST002858,Checking,08/25/2022,2320.82,USD
ACC0002956,CUST002400,Loan,2020/07/12,-31 014.34,USD
ACC0002957,CUST002400,Credit Card,2020/07/12,-3779.11,USD
ACC0002958,CUST001480,Credit Card,2018-07-20,-4228.24,USD
ACC0002959,CUST001480,Savings,2018-07-20,15626.24,USD
ACC0002960,CUST001508,Loan,12/15/2019,"USD -19,972.78",USD
ACC0002961,CUST001508,Checking,12/15/2019,2177.84,USD
ACC0002962,CUST001034,Credit Card,14-Feb-2024,"USD -5,855.93",USD
ACC0002963,CUST001034,Loan,14-Feb-2024,"USD -50,245.60",USD
ACC0002964,CUST001034,Savings,14-Feb-2024,18920.26,USD
ACC0002965,CUST001034,Checking,14-Feb-2024,949.76,USD
ACC0002966,CUST001098,Loan,03/22/2021,N/A,USD
ACC0002967,CUST001470,Checking,2021-08-30,7550.24,USD
ACC0002968,CUST001470,Loan,2021-08-30,-47305.86,USD
ACC0002969,CUST000544,Loan,01/19/2021,-26156.49,USD
ACC0002970,CUST001047,Savings,11-Mar-2021,70524.72,USD
ACC0002971,CUST001047,Loan,11-Mar-2021,-10344.81,USD
ACC0002972,CUST001047,Checking,11-Mar-2021,11964.01,USD
ACC0002973,CUST003436,Loan,18-Nov-2022,-27 379.22,USD
ACC0002974,CUST001966,Loan,2015-05-04,-31680.76,USD
ACC0002975,CUST001966,Credit Card,2015-05-04,-6110.99,USD
ACC0002976,CUST001966,Savings,2015-05-04,"USD 16,319.88",USD
ACC0002977,CUST000031,Credit Card,2024-02-15,-1924.21,USD
ACC0002978,CUST000726,Loan,28/09/2021,-35769.99,USD
ACC0002979,CUST000726,Checking,28/09/2021,3793.3,USD
ACC0002980,CUST000726,Credit Card,28/09/2021,-690.07,USD
ACC0002981,CUST000726,Savings,28/09/2021,"USD 16,006.72",USD
ACC0002982,CUST004070,Loan,2020-09-10,-17313.41,USD
ACC0002983,CUST004070,Credit Card,2020-09-10,-317.07,USD
ACC0002984,CUST004070,Savings,2020-09-10,21 245.98,USD
ACC0002985,CUST003648,Checking,2017/09/23,N/A,USD
ACC0002986,CUST003648,Loan,2017/09/23,"USD -28,217.30",USD
ACC0002987,CUST003648,Credit Card,2017/09/23,-1789.31,USD
ACC0002988,CUST004002,Loan,2018-04-26,-33 360.23,USD
ACC0002989,CUST004002,Savings,2018-04-26,"USD 21,287.07",USD
ACC0002990,CUST004002,Credit Card,2018-04-26,-1 737.15,USD
ACC0002991,CUST001427,Checking,2023/05/15,1967.26,USD
ACC0002992,CUST001427,Savings,2023/05/15,20 471.90,USD
ACC0002993,CUST002556,Checking,2018/06/30,2356.63,USD
ACC0002994,CUST002556,Savings,2018/06/30,23 819.86,USD
ACC0002995,CUST000437,Savings,2017/04/17,35014.37,USD
ACC0002996,CUST000437,Credit Card,2017/04/17,-624.78,USD
ACC0002997,CUST002529,Checking,10-Apr-2024,594.94,USD
ACC0002998,CUST002529,Savings,10-Apr-2024,"USD 11,946.11",USD
ACC0002999,CUST002529,Loan,10-Apr-2024,-17342.45,USD
ACC0003000,CUST000913,Credit Card,03/24/2024,-764.85,USD
ACC0003001,CUST004275,Checking,04/07/2021,"USD 2,257.70",USD
ACC0003002,CUST004275,Loan,04/07/2021,-37278.44,USD
ACC0003003,CUST004216,Credit Card,14-Feb-2020,-800.69,USD
ACC0003004,CUST004216,Savings,14-Feb-2020,21422.13,USD
ACC0003005,CUST004568,Credit Card,05/22/2018,"USD -1,010.71",USD
ACC0003006,CUST004568,Checking,05/22/2018,1015.24,USD
ACC0003007,CUST004155,Credit Card,2015/12/16,-2727.97,USD
ACC0003008,CUST004155,Loan,2015/12/16,-410.9,USD
ACC0003009,CUST002343,Credit Card,2016-06-10,-758.95,USD
ACC0003010,CUST002343,Savings,2016-06-10,30413.52,USD
ACC0003011,CUST002094,Savings,2021-04-07,22263.74,USD
ACC0003012,CUST001239,Checking,29/08/2022,2590.97,USD
ACC0003013,CUST001239,Credit Card,29/08/2022,-3627.72,USD
ACC0003014,CUST000904,Credit Card,22-Sep-2021,-3262.8,USD
ACC0003015,CUST003990,Loan,12/11/2014,-29447.36,USD
ACC0003016,CUST003990,Credit Card,12/11/2014,-5976.11,USD
ACC0003017,CUST004199,Savings,2015-04-13,15353.89,USD
ACC0003018,CUST004199,Credit Card,2015-04-13,-811.2,USD
ACC0003019,CUST004027,Savings,12/12/2016,53 504.81,USD
ACC0003020,CUST004027,Checking,12/12/2016,"USD 3,503.23",USD
ACC0003021,CUST004027,Loan,12/12/2016,-9282.57,USD
ACC0003022,CUST000508,Checking,06/07/2022,"USD 6,255.06",USD
ACC0003023,CUST003308,Credit Card,2018-05-20,-3077.29,USD
ACC0003024,CUST000184,Loan,12/12/2023,"USD -14,527.48",USD
ACC0003025,CUST000184,Savings,12/12/2023,"USD 41,865.91",USD
ACC0003026,CUST001635,Loan,20-Aug-2019,-28951.01,USD
ACC0003027,CUST001498,Credit Card,2022-02-13,"USD -2,204.38",USD
ACC0003028,CUST002214,Savings,2018-03-27,"USD 21,785.83",USD
ACC0003029,CUST002214,Loan,2018-03-27,-3 633.75,USD
ACC0003030,CUST002214,Credit Card,2018-03-27,-898.53,USD
ACC0003031,CUST002214,Checking,2018-03-27,1902.45,USD
ACC0003032,CUST000322,Savings,23/06/2020,"USD 51,923.86",USD
ACC0003033,CUST000322,Credit Card,23/06/2020,-2408.33,USD
ACC0003034,CUST002479,Credit Card,2020-05-23,-2159.13,USD
ACC0003035,CUST002479,Loan,2020-05-23,-59834.08,USD
ACC0003036,CUST002479,Savings,2020-05-23,"USD 24,096.37",USD
ACC0003037,CUST002479,Checking,2020-05-23,4 050.08,USD
ACC0003038,CUST003363,Savings,20-Feb-2024,"USD 32,971.21",USD
ACC0003039,CUST004424,Loan,2016/02/15,-48632.47,USD
ACC0003040,CUST004424,Savings,2016/02/15,11101.98,USD
ACC0003041,CUST004424,Credit Card,2016/02/15,-3762.19,USD
ACC0003042,CUST004158,Checking,2018/09/13,3986.63,USD
ACC0003043,CUST004158,Credit Card,2018/09/13,"USD -2,461.84",USD
ACC0003044,CUST004158,Loan,2018/09/13,N/A,USD
ACC0003045,CUST001860,Savings,30-Jul-2018,26389.01,USD
ACC0003046,CUST001860,Checking,30-Jul-2018,4162.23,USD
ACC0003047,CUST001860,Loan,30-Jul-2018,-40697.82,USD
ACC0003048,CUST001860,Credit Card,30-Jul-2018,-1398.51,USD
ACC0003049,CUST001925,Checking,30/08/2023,4980.71,USD
ACC0003050,CUST004440,Savings,19-Jul-2024,35444.7,USD
ACC0003051,CUST001552,Checking,29-Jul-2018,761.61,USD
ACC0003052,CUST001552,Credit Card,29-Jul-2018,-3130.98,USD
ACC0003053,CUST001552,Savings,29-Jul-2018,"USD 5,669.74",USD
ACC0003054,CUST004591,Loan,2018-01-17,-13 576.62,USD
ACC0003055,CUST004591,Checking,2018-01-17,552.1,USD
ACC0003056,CUST001147,Credit Card,09/04/2018,"USD -4,285.18",USD
ACC0003057,CUST001147,Loan,09/04/2018,-5034.16,USD
ACC0003058,CUST001147,Savings,09/04/2018,7249.79,USD
ACC0003059,CUST002120,Credit Card,14/07/2016,-1273.8,USD
ACC0003060,CUST002120,Checking,14/07/2016,666.66,USD
ACC0003061,CUST000045,Checking,2018/05/19,2531.31,USD
ACC0003062,CUST000045,Savings,2018/05/19,23946.63,USD
ACC0003063,CUST000045,Loan,2018/05/19,-967.52,USD
ACC0003064,CUST002308,Loan,15/07/2016,-32398.53,USD
ACC0003065,CUST001593,Checking,12/08/2017,4 618.49,USD
ACC0003066,CUST001593,Credit Card,12/08/2017,-1714.76,USD
ACC0003067,CUST004354,Credit Card,2017-01-09,"USD -2,372.27",USD
ACC0003068,CUST001379,Savings,16/11/2019,5436.67,USD
ACC0003069,CUST004982,Credit Card,2017/06/06,-947.63,USD
ACC0003070,CUST000921,Savings,2018-10-06,18873.33,USD
ACC0003071,CUST000921,Credit Card,2018-10-06,-2626.56,USD
ACC0003072,CUST000921,Loan,2018-10-06,-18015.94,USD
ACC0003073,CUST000414,Loan,2018/04/03,-27462.73,USD
ACC0003074,CUST004087,Checking,07/28/2016,3502.04,USD
ACC0003075,CUST004087,Savings,07/28/2016,25272.18,USD
ACC0003076,CUST001408,Savings,05-Jun-2019,22731.01,USD
ACC0003077,CUST004861,Loan,2024-03-26,-18 514.04,USD
ACC0003078,CUST004861,Checking,2024-03-26,15264.12,USD
ACC0003079,CUST004861,Credit Card,2024-03-26,-1137.37,USD
ACC0003080,CUST000802,Savings,15/07/2016,52393.73,USD
ACC0003081,CUST000802,Checking,15/07/2016,2559.2,USD
ACC0003082,CUST000802,Credit Card,15/07/2016,USD -405.10,USD
ACC0003083,CUST001289,Checking,2021/04/30,1606.18,USD
ACC0003084,CUST001289,Savings,2021/04/30,12 085.69,USD
ACC0003085,CUST001559,Loan,2017/09/12,-13617.91,USD
ACC0003086,CUST001559,Savings,2017/09/12,20619.42,USD
ACC0003087,CUST002234,Savings,04/15/2015,5504.01,USD
ACC0003088,CUST002234,Loan,04/15/2015,-15714.27,USD
ACC0003089,CUST002234,Credit Card,04/15/2015,-2160.31,USD
ACC0003090,CUST002234,Checking,04/15/2015,2282.4,USD
ACC0003091,CUST002499,Savings,10/17/2019,-4346.89,USD
ACC0003092,CUST002499,Checking,10/17/2019,998.45,USD
ACC0003093,CUST002499,Credit Card,10/17/2019,-770.98,USD
ACC0003094,CUST001619,Checking,08/08/2022,5298.56,USD
ACC0003095,CUST002374,Credit Card,2017-11-23,-2549.62,USD
ACC0003096,CUST002374,Loan,2017-11-23,"USD -34,987.85",USD
ACC0003097,CUST000257,Savings,10/09/2019,44787.74,USD
ACC0003098,CUST000257,Loan,10/09/2019,"USD -11,087.22",USD
ACC0003099,CUST001875,Checking,2024/09/06,1055.55,USD
ACC0003100,CUST001875,Savings,2024/09/06,5383.08,USD
ACC0003101,CUST001766,Checking,2018-08-14,"USD 5,152.22",USD
ACC0003102,CUST001152,Checking,2015/11/27,N/A,USD
ACC0003103,CUST001152,Savings,2015/11/27,58866.82,USD
ACC0003104,CUST001152,Loan,2015/11/27,"USD -75,848.59",USD
ACC0003105,CUST003278,Savings,2020/12/18,55 277.86,USD
ACC0003106,CUST003278,Checking,2020/12/18,4623.43,USD
ACC0003107,CUST000648,Loan,2015/08/04,"USD -26,607.06",USD
ACC0003108,CUST004819,Loan,2020/04/10,-30071.09,USD
ACC0003109,CUST002698,Credit Card,2021/06/07,-1485.5,USD
ACC0003110,CUST002698,Savings,2021/06/07,16983.31,USD
ACC0003111,CUST002698,Checking,2021/06/07,1082.48,USD
ACC0003112,CUST002698,Loan,2021/06/07,-37805.74,USD
ACC0003113,CUST001780,Credit Card,02/12/2015,-7446.85,USD
ACC0003114,CUST001780,Loan,02/12/2015,-9344.29,USD
ACC0003115,CUST001780,Checking,02/12/2015,332.15,USD
ACC0003116,CUST003873,Credit Card,2019/09/03,-914.25,USD
ACC0003117,CUST003873,Checking,2019/09/03,713.91,USD
ACC0003118,CUST001774,Credit Card,15/09/2016,-2880.62,USD
ACC0003119,CUST001774,Savings,15/09/2016,12993.4,USD
ACC0003120,CUST003863,Loan,2024-03-06,-40009.05,USD
ACC0003121,CUST001316,Loan,2016/10/05,"USD -26,953.71",USD
ACC0003122,CUST001316,Checking,2016/10/05,4458.34,USD
ACC0003123,CUST001089,Checking,26/09/2018,3589.42,USD
ACC0003124,CUST001089,Loan,26/09/2018,-45810.03,USD
ACC0003125,CUST002054,Savings,06/06/2024,"USD 21,343.30",USD
ACC0003126,CUST002054,Loan,06/06/2024,N/A,USD
ACC0003127,CUST002054,Checking,06/06/2024,5 612.02,USD
ACC0003128,CUST002524,Checking,2021/09/19,3090.42,USD
ACC0003129,CUST001778,Loan,26-Jun-2015,-47280.46,USD
ACC0003130,CUST001778,Savings,26-Jun-2015,11 765.47,USD
ACC0003131,CUST001351,Credit Card,02/17/2016,-4593.95,USD
ACC0003132,CUST004580,Credit Card,2023/11/04,-2181.82,USD
ACC0003133,CUST000113,Savings,08/22/2017,"USD 18,272.26",USD
ACC0003134,CUST000113,Loan,08/22/2017,-24210.43,USD
ACC0003135,CUST000113,Checking,08/22/2017,3584.15,USD
ACC0003136,CUST003961,Checking,04/20/2019,2760.74,USD
ACC0003137,CUST003961,Credit Card,04/20/2019,"USD -1,589.60",USD
ACC0003138,CUST003961,Savings,04/20/2019,9218.96,USD
ACC0003139,CUST000264,Checking,2023-05-22,2504.08,USD
ACC0003140,CUST000264,Savings,2023-05-22,18698.62,USD
ACC0003141,CUST000264,Credit Card,2023-05-22,-3095.26,USD
ACC0003142,CUST000264,Loan,2023-05-22,-33 052.27,USD
ACC0003143,CUST001394,Checking,2022-06-18,2004.72,USD
ACC0003144,CUST001965,Checking,2022/11/14,4760.19,USD
ACC0003145,CUST001187,Checking,2014/12/27,195.26,USD
ACC0003146,CUST001187,Loan,2014/12/27,N/A,USD
ACC0003147,CUST001187,Credit Card,2014/12/27,"USD -1,845.44",USD
ACC0003148,CUST002408,Loan,11-Jun-2017,N/A,USD
ACC0003149,CUST000057,Credit Card,02/21/2024,-1578.82,USD
ACC0003150,CUST000057,Checking,02/21/2024,666.45,USD
ACC0003151,CUST001310,Loan,2017-07-05,"USD -42,505.21",USD
ACC0003152,CUST001310,Savings,2017-07-05,"USD 24,401.59",USD
ACC0003153,CUST000696,Checking,2019-03-24,4835.06,USD
ACC0003154,CUST004256,Loan,10/26/2017,-8 485.35,USD
ACC0003155,CUST003971,Savings,23-Jan-2019,10006.38,USD
ACC0003156,CUST001804,Credit Card,2023/09/22,N/A,USD
ACC0003157,CUST004260,Savings,01/06/2016,"USD 12,430.85",USD
ACC0003158,CUST004260,Loan,01/06/2016,-1 377.56,USD
ACC0003159,CUST002319,Credit Card,11/17/2019,"USD -1,986.39",USD
ACC0003160,CUST002319,Loan,11/17/2019,"USD -22,873.69",USD
ACC0003161,CUST000320,Credit Card,13/08/2021,-3810.22,USD
ACC0003162,CUST002342,Loan,2019/12/17,-18870.55,USD
ACC0003163,CUST001590,Savings,24/03/2023,57783.23,USD
ACC0003164,CUST001590,Loan,24/03/2023,-48328.27,USD
ACC0003165,CUST000683,Savings,18-Nov-2018,40526.33,USD
ACC0003166,CUST000683,Checking,18-Nov-2018,4307.38,USD
ACC0003167,CUST002371,Credit Card,2024/04/12,-1762.16,USD
ACC0003168,CUST002371,Checking,2024/04/12,6592.87,USD
ACC0003169,CUST003300,Credit Card,2021-02-03,-1476.49,USD
ACC0003170,CUST003300,Checking,2021-02-03,3827.58,USD
ACC0003171,CUST003300,Savings,2021-02-03,20827.69,USD
ACC0003172,CUST000480,Checking,2023/06/14,N/A,USD
ACC0003173,CUST003788,Savings,2023/11/13,-2890.38,USD
ACC0003174,CUST002926,Credit Card,20-Nov-2016,-1698.22,USD
ACC0003175,CUST000287,Checking,2020-10-19,1046.06,USD
ACC0003176,CUST000287,Savings,2020-10-19,7471.57,USD
ACC0003177,CUST002345,Checking,14-Nov-2018,6303.15,USD
ACC0003178,CUST003960,Credit Card,05/23/2015,-5323.62,USD
ACC0003179,CUST003960,Savings,05/23/2015,1160.86,USD
ACC0003180,CUST003960,Checking,05/23/2015,"USD 2,523.95",USD
ACC0003181,CUST002471,Savings,2018/08/25,11320.1,USD
ACC0003182,CUST003665,Checking,2020/07/21,"USD 6,839.73",USD
ACC0003183,CUST003665,Savings,2020/07/21,7565.42,USD
ACC0003184,CUST003665,Loan,2020/07/21,-12067.4,USD
ACC0003185,CUST003590,Checking,2023-03-11,1335.17,USD
ACC0003186,CUST001599,Loan,2023-10-14,-52880.45,USD
ACC0003187,CUST001599,Checking,2023-10-14,-115.81,USD
ACC0003188,CUST002743,Checking,27/04/2022,"USD 2,177.98",USD
ACC0003189,CUST002134,Credit Card,2023-06-27,-75.45,USD
ACC0003190,CUST000737,Savings,27-May-2019,18982.59,USD
ACC0003191,CUST000737,Loan,27-May-2019,-6755.19,USD
ACC0003192,CUST000831,Loan,10/05/2024,-26521.24,USD
ACC0003193,CUST000337,Credit Card,07/08/2016,"USD -1,442.94",USD
ACC0003194,CUST000337,Savings,07/08/2016,"USD 35,884.09",USD
ACC0003195,CUST002441,Loan,16-Sep-2018,-17 154.39,USD
ACC0003196,CUST002441,Checking,16-Sep-2018,1771.0,USD
ACC0003197,CUST002441,Savings,16-Sep-2018,8309.69,USD
ACC0003198,CUST004653,Credit Card,2018/09/18,-1257.83,USD
ACC0003199,CUST004653,Checking,2018/09/18,5678.84,USD
ACC0003200,CUST002706,Savings,2017/07/12,5660.84,USD
ACC0003201,CUST004459,Checking,03/14/2019,"USD 5,517.13",USD
ACC0003202,CUST001072,Credit Card,12/05/2022,-3154.66,USD
ACC0003203,CUST001072,Savings,12/05/2022,6819.53,USD
ACC0003204,CUST001072,Loan,12/05/2022,-11 817.99,USD
ACC0003205,CUST002955,Savings,06/19/2019,62887.41,USD
ACC0003206,CUST002537,Loan,05-Jul-2019,-39945.78,USD
ACC0003207,CUST002347,Checking,07-Jul-2021,5480.63,USD
ACC0003208,CUST004370,Savings,22/03/2023,17268.68,USD
ACC0003209,CUST004370,Loan,22/03/2023,-38 027.62,USD
ACC0003210,CUST004370,Credit Card,22/03/2023,-1234.96,USD
ACC0003211,CUST004407,Checking,28-Apr-2019,2671.61,USD
ACC0003212,CUST004407,Loan,28-Apr-2019,-41606.76,USD
ACC0003213,CUST004407,Credit Card,28-Apr-2019,-2061.93,USD
ACC0003214,CUST004407,Savings,28-Apr-2019,12473.59,USD
ACC0003215,CUST004024,Loan,2017-04-14,-4975.81,USD
ACC0003216,CUST003455,Savings,2018/12/30,21096.95,USD
ACC0003217,CUST001489,Loan,17/10/2023,"USD -36,324.59",USD
ACC0003218,CUST001489,Checking,17/10/2023,2638.1,USD
ACC0003219,CUST000499,Savings,11/24/2022,13478.97,USD
ACC0003220,CUST000499,Checking,11/24/2022,4287.49,USD
ACC0003221,CUST000499,Loan,11/24/2022,-6119.28,USD
ACC0003222,CUST000499,Credit Card,11/24/2022,-6198.51,USD
ACC0003223,CUST004399,Loan,15/01/2019,-2245.81,USD
ACC0003224,CUST004531,Checking,2020/05/14,1338.82,USD
ACC0003225,CUST004531,Savings,2020/05/14,27766.84,USD
ACC0003226,CUST004531,Loan,2020/05/14,-39895.47,USD
ACC0003227,CUST003575,Credit Card,2024-01-19,-5 317.96,USD
ACC0003228,CUST003575,Checking,2024-01-19,"USD 2,786.37",USD
ACC0003229,CUST002396,Credit Card,11/17/2020,-3477.55,USD
ACC0003230,CUST002396,Savings,11/17/2020,23230.63,USD
ACC0003231,CUST002396,Checking,11/17/2020,"USD 5,571.38",USD
ACC0003232,CUST003711,Loan,31-Dec-2022,"USD -42,190.07",USD
ACC0003233,CUST003711,Checking,31-Dec-2022,2451.1,USD
ACC0003234,CUST003120,Savings,07/05/2020,11251.82,USD
ACC0003235,CUST003169,Savings,2021-02-04,14782.71,USD
ACC0003236,CUST003169,Credit Card,2021-02-04,-196.99,USD
ACC0003237,CUST003169,Checking,2021-02-04,"USD 2,858.26",USD
ACC0003238,CUST001611,Credit Card,24-Sep-2024,-3 784.33,USD
ACC0003239,CUST001611,Checking,24-Sep-2024,72.03,USD
ACC0003240,CUST001611,Loan,24-Sep-2024,-40 240.88,USD
ACC0003241,CUST003669,Savings,14/08/2015,4221.14,USD
ACC0003242,CUST002334,Checking,2018-06-23,537.32,USD
ACC0003243,CUST002334,Credit Card,2018-06-23,-4 768.48,USD
ACC0003244,CUST002092,Credit Card,2017/11/16,-4139.0,USD
ACC0003245,CUST002092,Savings,2017/11/16,32002.61,USD
ACC0003246,CUST002092,Loan,2017/11/16,-44867.81,USD
ACC0003247,CUST001023,Credit Card,2018-08-15,-1691.9,USD
ACC0003248,CUST001023,Loan,2018-08-15,-37962.57,USD
ACC0003249,CUST002338,Savings,2015/04/25,"USD 33,397.69",USD
ACC0003250,CUST002338,Loan,2015/04/25,-35863.87,USD
ACC0003251,CUST004947,Credit Card,07/05/2020,-2310.74,USD
ACC0003252,CUST003535,Credit Card,04/07/2016,-2 317.20,USD
ACC0003253,CUST004616,Loan,2022/09/07,-88300.12,USD
ACC0003254,CUST004616,Credit Card,2022/09/07,-2504.34,USD
ACC0003255,CUST002081,Loan,25-Dec-2020,-12029.88,USD
ACC0003256,CUST002081,Checking,25-Dec-2020,644.17,USD
ACC0003257,CUST000666,Checking,2017/07/05,3640.19,USD
ACC0003258,CUST004031,Loan,26-Jun-2023,-36541.29,USD
ACC0003259,CUST004031,Credit Card,26-Jun-2023,-882.31,USD
ACC0003260,CUST002703,Credit Card,2015-01-21,-2982.97,USD
ACC0003261,CUST002703,Savings,2015-01-21,51022.2,USD
ACC0003262,CUST002703,Checking,2015-01-21,2295.72,USD
ACC0003263,CUST002703,Loan,2015-01-21,-39627.61,USD
ACC0003264,CUST002079,Credit Card,20-Apr-2018,-3268.22,USD
ACC0003265,CUST004320,Checking,05/03/2021,1714.19,USD
ACC0003266,CUST004320,Loan,05/03/2021,-24321.88,USD
ACC0003267,CUST002218,Credit Card,2019-04-19,-2 821.52,USD
ACC0003268,CUST001018,Credit Card,2019/04/11,-1950.25,USD
ACC0003269,CUST000558,Savings,12/09/2016,16175.8,USD
ACC0003270,CUST000558,Checking,12/09/2016,5 849.79,USD
ACC0003271,CUST000558,Loan,12/09/2016,-27099.9,USD
ACC0003272,CUST000558,Credit Card,12/09/2016,"USD -1,311.63",USD
ACC0003273,CUST004962,Savings,2017/06/17,6914.48,USD
ACC0003274,CUST004962,Credit Card,2017/06/17,-3901.22,USD
ACC0003275,CUST004962,Loan,2017/06/17,-28324.01,USD
ACC0003276,CUST001208,Credit Card,29/05/2023,-4031.96,USD
ACC0003277,CUST001208,Checking,29/05/2023,N/A,USD
ACC0003278,CUST002074,Savings,15/04/2020,68670.79,USD
ACC0003279,CUST002074,Loan,15/04/2020,-25179.86,USD
ACC0003280,CUST003353,Credit Card,2024-01-07,-3 010.08,USD
ACC0003281,CUST003353,Savings,2024-01-07,12530.88,USD
ACC0003282,CUST003353,Checking,2024-01-07,2636.88,USD
ACC0003283,CUST002582,Savings,19/08/2019,24979.06,USD
ACC0003284,CUST001511,Credit Card,2021/01/25,-2858.44,USD
ACC0003285,CUST001511,Loan,2021/01/25,-14371.15,USD
ACC0003286,CUST001511,Checking,2021/01/25,2954.55,USD
ACC0003287,CUST001511,Savings,2021/01/25,7188.95,USD
ACC0003288,CUST001814,Checking,2022-01-12,1116.63,USD
ACC0003289,CUST001814,Savings,2022-01-12,5654.39,USD
ACC0003290,CUST001814,Credit Card,2022-01-12,-1957.56,USD
ACC0003291,CUST001685,Loan,02/07/2020,"USD -28,299.83",USD
ACC0003292,CUST001685,Checking,02/07/2020,2651.11,USD
ACC0003293,CUST001685,Savings,02/07/2020,25 756.23,USD
ACC0003294,CUST000246,Savings,10/11/2016,50 016.31,USD
ACC0003295,CUST001164,Credit Card,24/02/2015,-2563.64,USD
ACC0003296,CUST001164,Savings,24/02/2015,"USD 29,693.70",USD
ACC0003297,CUST004382,Credit Card,04/07/2024,-2488.61,USD
ACC0003298,CUST004382,Loan,04/07/2024,-347.98,USD
ACC0003299,CUST004382,Checking,04/07/2024,5964.57,USD
ACC0003300,CUST000267,Loan,25-Jul-2016,-34686.69,USD
ACC0003301,CUST000267,Credit Card,25-Jul-2016,"USD -1,923.75",USD
ACC0003302,CUST003216,Credit Card,2016-12-26,-1 976.60,USD
ACC0003303,CUST003216,Loan,2016-12-26,-23731.82,USD
ACC0003304,CUST003216,Savings,2016-12-26,N/A,USD
ACC0003305,CUST001115,Savings,04/19/2015,32 857.15,USD
ACC0003306,CUST000064,Loan,08/11/2023,-22352.5,USD
ACC0003307,CUST002527,Loan,2021/02/11,-6 958.97,USD
ACC0003308,CUST002527,Savings,2021/02/11,"USD 25,447.45",USD
ACC0003309,CUST002527,Checking,2021/02/11,1 639.54,USD
ACC0003310,CUST002656,Loan,2019/10/31,-21453.18,USD
ACC0003311,CUST002656,Credit Card,2019/10/31,-4248.92,USD
ACC0003312,CUST002221,Savings,2024/09/16,4865.49,USD
ACC0003313,CUST002826,Savings,2019/09/28,21900.48,USD
ACC0003314,CUST002826,Loan,2019/09/28,-40278.51,USD
ACC0003315,CUST003092,Checking,08/07/2020,1093.42,USD
ACC0003316,CUST003092,Loan,08/07/2020,-35693.49,USD
ACC0003317,CUST003092,Savings,08/07/2020,-10180.75,USD
ACC0003318,CUST003160,Loan,2023-05-09,-23198.01,USD
ACC0003319,CUST003361,Credit Card,08/07/2018,-2195.81,USD
ACC0003320,CUST003962,Savings,2019-01-22,16068.95,USD
ACC0003321,CUST003962,Loan,2019-01-22,-2249.15,USD
ACC0003322,CUST002314,Loan,2015-03-09,-9314.56,USD
ACC0003323,CUST002112,Checking,09/16/2017,"USD 3,544.60",USD
ACC0003324,CUST003266,Credit Card,2018/02/17,N/A,USD
ACC0003325,CUST002331,Savings,2021-10-29,13642.01,USD
ACC0003326,CUST001238,Savings,03/30/2015,10305.28,USD
ACC0003327,CUST001238,Loan,03/30/2015,-61506.19,USD
ACC0003328,CUST001238,Checking,03/30/2015,4776.45,USD
ACC0003329,CUST000104,Checking,2024/11/09,2 684.08,USD
ACC0003330,CUST002708,Savings,04/03/2015,"USD 30,478.37",USD
ACC0003331,CUST000273,Savings,2015-12-28,4453.2,USD
ACC0003332,CUST000273,Credit Card,2015-12-28,-2272.45,USD
ACC0003333,CUST000273,Loan,2015-12-28,-15 461.98,USD
ACC0003334,CUST000509,Credit Card,16-May-2024,-3387.4,USD
ACC0003335,CUST002281,Savings,27-Mar-2024,22351.49,USD
ACC0003336,CUST002281,Checking,27-Mar-2024,"USD 6,012.65",USD
ACC0003337,CUST004994,Credit Card,2015-11-25,-1228.44,USD
ACC0003338,CUST001730,Savings,08-Feb-2021,"USD 19,673.85",USD
ACC0003339,CUST000866,Savings,30/03/2023,7649.96,USD
ACC0003340,CUST000866,Credit Card,30/03/2023,-2 122.04,USD
ACC0003341,CUST002589,Credit Card,29/10/2015,-1466.08,USD
ACC0003342,CUST002589,Savings,29/10/2015,4 839.39,USD
ACC0003343,CUST000909,Credit Card,18-Jun-2020,-2278.01,USD
ACC0003344,CUST000909,Savings,18-Jun-2020,"USD 6,288.05",USD
ACC0003345,CUST000909,Loan,18-Jun-2020,-57123.9,USD
