account_id,customer_id,month,end_of_month_balance,num_transactions,num_logins,overdraft_flag
ACC0003182,CUST003665,2024-03,4388.53,14,7,0
ACC0003182,CUST003665,2024-04,4286.41,11,9,0
ACC0003182,CUST003665,2024-05,4220.5,12,8,0
ACC0003182,CUST003665,2024-06,4343.93,3,5,0
ACC0003182,CUST003665,2024-07,4282.25,12,6,0
ACC0003182,CUST003665,2024-08,4280.27,11,5,0
ACC0003182,CUST003665,2024-09,4403.42,11,10,0
ACC0003182,CUST003665,2024-10,4464.25,12,4,0
ACC0003182,CUST003665,2024-11,4547.43,14,6,1
ACC0003182,CUST003665,2024-12,4594.84,16,7,0
ACC0003185,CUST003590,2024-01,11653.95,8,7,0
ACC0003185,CUST003590,2024-02,11430.88,13,11,0
ACC0003185,CUST003590,2024-03,11553.61,12,8,0
ACC0003185,CUST003590,2024-04,11819.5,14,5,1
ACC0003185,CUST003590,2024-05,12253.08,13,7,0
ACC0003185,CUST003590,2024-06,12096.14,16,9,0
ACC0003185,CUST003590,2024-07,12214.61,13,7,0
ACC0003185,CUST003590,2024-08,12817.66,12,8,0
ACC0003185,CUST003590,2024-09,13457.78,14,8,0
ACC0003185,CUST003590,2024-10,13965.16,13,5,0
ACC0003185,CUST003590,2024-11,14242.74,16,9,0
ACC0003185,CUST003590,2024-12,13954.74,15,12,0
ACC0003187,CUST001599,2024-01,5008.21,16,8,0
ACC0003187,CUST001599,2024-02,5174.98,12,5,0
ACC0003187,CUST001599,2024-03,5411.44,9,7,0
ACC0003187,CUST001599,2024-04,5527.76,14,9,0
ACC0003187,CUST001599,2024-05,5462.1,10,11,0
ACC0003187,CUST001599,2024-06,5431.16,16,14,0
ACC0003187,CUST001599,2024-07,5665.92,10,15,0
ACC0003187,CUST001599,2024-08,5658.17,9,11,0
ACC0003187,CUST001599,2024-09,4870.91,10,8,0
ACC0003187,CUST001599,2024-10,3954.49,7,2,0
ACC0003187,CUST001599,2024-11,3438.76,2,2,0
ACC0003187,CUST001599,2024-12,0.0,0,0,0
ACC0003188,CUST002743,2024-01,6324.05,8,9,0
ACC0003188,CUST002743,2024-02,6216.85,10,7,0
ACC0003188,CUST002743,2024-03,6163.35,15,6,0
ACC0003188,CUST002743,2024-04,6161.37,10,10,0
ACC0003188,CUST002743,2024-05,6269.44,9,9,0
ACC0003188,CUST002743,2024-06,6213.25,12,6,1
ACC0003188,CUST002743,2024-07,6089.47,16,6,0
ACC0003188,CUST002743,2024-08,6390.69,6,7,0
ACC0003188,CUST002743,2024-09,6376.75,7,12,0
ACC0003188,CUST002743,2024-10,6217.74,11,8,0
ACC0003188,CUST002743,2024-11,6447.35,14,6,0
ACC0003188,CUST002743,2024-12,6730.3,10,7,0
ACC0003189,CUST002134,2024-01,2450.55,8,3,0
ACC0003189,CUST002134,2024-02,2455.27,9,7,0
ACC0003189,CUST002134,2024-03,2483.94,13,6,0
ACC0003189,CUST002134,2024-04,2533.59,12,5,0
ACC0003189,CUST002134,2024-05,2531.43,13,14,0
ACC0003189,CUST002134,2024-06,2494.83,13,6,0
ACC0003189,CUST002134,2024-07,2547.12,12,7,0
ACC0003189,CUST002134,2024-08,2668.11,19,9,1
ACC0003189,CUST002134,2024-09,2774.53,11,11,0
ACC0003189,CUST002134,2024-10,2696.23,11,8,0
ACC0003189,CUST002134,2024-11,2650.54,6,6,0
ACC0003189,CUST002134,2024-12,2628.23,14,6,0
ACC0003190,CUST000737,2024-01,8746.98,16,7,0
ACC0003190,CUST000737,2024-02,8962.95,16,9,0
ACC0003190,CUST000737,2024-03,9326.3,14,9,0
ACC0003190,CUST000737,2024-04,9282.8,8,6,0
ACC0003190,CUST000737,2024-05,9323.75,19,10,0
ACC0003190,CUST000737,2024-06,9629.08,11,8,0
ACC0003190,CUST000737,2024-07,9404.65,13,11,0
ACC0003190,CUST000737,2024-08,9694.78,16,9,1
ACC0003190,CUST000737,2024-09,9476.33,13,10,1
ACC0003190,CUST000737,2024-10,9450.46,17,6,0
ACC0003190,CUST000737,2024-11,9657.88,11,7,0
ACC0003190,CUST000737,2024-12,9964.95,12,5,0
ACC0003192,CUST000831,2024-01,3303.75,9,11,0
ACC0003192,CUST000831,2024-02,3339.15,14,6,0
ACC0003192,CUST000831,2024-03,3328.48,10,5,0
ACC0003192,CUST000831,2024-04,3229.19,11,3,0
ACC0003192,CUST000831,2024-05,3236.4,13,3,0
ACC0003192,CUST000831,2024-06,3251.96,18,5,0
ACC0003192,CUST000831,2024-07,3172.64,9,6,0
ACC0003192,CUST000831,2024-08,3113.12,11,5,0
ACC0003192,CUST000831,2024-09,3211.02,7,11,1
ACC0003192,CUST000831,2024-10,3137.28,16,7,0
ACC0003192,CUST000831,2024-11,3142.16,18,11,0
ACC0003192,CUST000831,2024-12,3097.25,13,8,0
ACC0003193,CUST000337,2024-01,7097.8,10,5,0
ACC0003193,CUST000337,2024-02,6947.86,18,7,0
ACC0003193,CUST000337,2024-03,6983.95,13,6,0
ACC0003193,CUST000337,2024-04,7145.86,15,17,1
ACC0003193,CUST000337,2024-05,7224.76,16,12,0
ACC0003193,CUST000337,2024-06,7476.91,16,1,0
ACC0003193,CUST000337,2024-07,7433.83,13,8,0
ACC0003193,CUST000337,2024-08,7620.19,14,10,0
ACC0003193,CUST000337,2024-09,7593.02,20,8,0
ACC0003193,CUST000337,2024-10,7616.46,13,5,0
ACC0003193,CUST000337,2024-11,7689.26,6,7,0
ACC0003193,CUST000337,2024-12,7875.07,8,8,0
ACC0003196,CUST002441,2024-01,7522.77,10,9,0
ACC0003196,CUST002441,2024-02,7764.31,17,7,0
ACC0003196,CUST002441,2024-03,7929.13,17,8,0
ACC0003196,CUST002441,2024-04,8085.05,6,9,0
ACC0003196,CUST002441,2024-05,8008.29,6,7,0
ACC0003196,CUST002441,2024-06,8172.41,12,9,0
ACC0003196,CUST002441,2024-07,8420.44,6,7,1
ACC0003196,CUST002441,2024-08,8295.43,19,10,0
ACC0003196,CUST002441,2024-09,8648.88,11,9,0
ACC0003196,CUST002441,2024-10,8641.12,7,10,0
ACC0003196,CUST002441,2024-11,8635.89,11,8,0
ACC0003196,CUST002441,2024-12,8691.89,14,5,0
ACC0003199,CUST004653,2024-01,5884.33,14,7,0
ACC0003199,CUST004653,2024-02,6026.64,8,8,0
ACC0003199,CUST004653,2024-03,6007.83,8,5,0
ACC0003199,CUST004653,2024-04,5894.72,10,7,0
ACC0003199,CUST004653,2024-05,5404.96,5,6,0
ACC0003199,CUST004653,2024-06,4383.96,4,4,0
ACC0003199,CUST004653,2024-07,3618.27,4,3,0
ACC0003199,CUST004653,2024-08,0.0,0,0,0
ACC0003199,CUST004653,2024-09,0.0,0,0,0
ACC0003199,CUST004653,2024-10,0.0,0,0,0
ACC0003199,CUST004653,2024-11,0.0,0,0,0
ACC0003199,CUST004653,2024-12,0.0,0,0,0
ACC0003200,CUST002706,2024-01,2675.54,13,11,0
ACC0003200,CUST002706,2024-02,2604.02,11,11,0
ACC0003200,CUST002706,2024-03,2572.93,23,7,0
ACC0003200,CUST002706,2024-04,2544.76,15,10,0
ACC0003200,CUST002706,2024-05,2571.2,11,9,0
ACC0003200,CUST002706,2024-06,2568.48,14,7,0
ACC0003200,CUST002706,2024-07,2508.69,11,5,0
ACC0003200,CUST002706,2024-08,2578.44,9,11,0
ACC0003200,CUST002706,2024-09,2510.89,10,10,1
ACC0003200,CUST002706,2024-10,2444.86,13,8,0
ACC0003200,CUST002706,2024-11,2416.11,11,8,0
ACC0003200,CUST002706,2024-12,2481.28,14,7,0
ACC0003201,CUST004459,2024-01,3808.58,11,8,1
ACC0003201,CUST004459,2024-02,3927.25,14,5,0
ACC0003201,CUST004459,2024-03,4073.35,13,11,0
ACC0003201,CUST004459,2024-04,4178.25,13,13,0
ACC0003201,CUST004459,2024-05,4294.43,10,4,0
ACC0003201,CUST004459,2024-06,4342.0,17,5,0
ACC0003201,CUST004459,2024-07,4261.18,16,12,0
ACC0003201,CUST004459,2024-08,4250.0,7,8,0
ACC0003201,CUST004459,2024-10,4478.55,15,5,0
ACC0003201,CUST004459,2024-11,4477.27,20,5,0
ACC0003201,CUST004459,2024-12,4379.43,13,7,0
ACC0003202,CUST001072,2024-01,5309.04,14,8,0
ACC0003202,CUST001072,2024-02,5456.67,11,7,0
ACC0003202,CUST001072,2024-03,5633.69,10,6,0
ACC0003202,CUST001072,2024-04,5906.9,13,8,0
ACC0003202,CUST001072,2024-05,5942.21,11,8,1
ACC0003202,CUST001072,2024-06,5900.01,14,4,0
ACC0003202,CUST001072,2024-07,6118.94,15,8,0
ACC0003202,CUST001072,2024-08,5944.49,9,3,0
ACC0003202,CUST001072,2024-09,6182.75,17,5,0
ACC0003202,CUST001072,2024-10,6034.38,16,12,0
ACC0003202,CUST001072,2024-11,6027.3,13,13,0
ACC0003202,CUST001072,2024-12,6215.97,9,10,0
ACC0003205,CUST002955,2024-01,3105.59,13,8,0
ACC0003205,CUST002955,2024-02,3240.97,9,6,0
ACC0003205,CUST002955,2024-03,3289.64,12,7,0
ACC0003205,CUST002955,2024-04,3409.07,9,7,0
ACC0003205,CUST002955,2024-05,3405.53,16,8,0
ACC0003205,CUST002955,2024-06,3330.87,22,8,1
ACC0003205,CUST002955,2024-07,3386.81,12,8,0
ACC0003205,CUST002955,2024-08,2865.86,8,11,0
ACC0003205,CUST002955,2024-09,2194.55,2,4,0
ACC0003205,CUST002955,2024-10,1746.39,7,0,0
ACC0003205,CUST002955,2024-11,0.0,0,0,0
ACC0003205,CUST002955,2024-12,0.0,0,0,0
ACC0003206,CUST002537,2024-01,6393.08,17,4,0
ACC0003206,CUST002537,2024-02,6325.9,15,5,0
ACC0003206,CUST002537,2024-03,6317.42,13,7,0
ACC0003206,CUST002537,2024-04,6514.67,15,9,0
ACC0003206,CUST002537,2024-05,6473.82,10,8,0
ACC0003206,CUST002537,2024-07,6255.98,20,4,1
ACC0003206,CUST002537,2024-08,6346.38,13,6,0
ACC0003206,CUST002537,2024-09,6293.62,9,7,0
ACC0003206,CUST002537,2024-10,6135.88,14,8,0
ACC0003206,CUST002537,2024-11,6195.09,11,9,0
ACC0003206,CUST002537,2024-12,6274.95,11,10,0
ACC0003207,CUST002347,2024-01,9462.87,10,4,0
ACC0003207,CUST002347,2024-02,9718.6,14,5,0
ACC0003207,CUST002347,2024-03,10064.27,8,7,0
ACC0003207,CUST002347,2024-04,10472.63,15,5,0
ACC0003207,CUST002347,2024-05,10241.7,8,8,0
ACC0003207,CUST002347,2024-06,10498.03,18,6,0
ACC0003207,CUST002347,2024-07,10605.1,13,9,0
ACC0003207,CUST002347,2024-08,10293.56,13,12,0
ACC0003207,CUST002347,2024-09,10460.18,13,12,1
ACC0003207,CUST002347,2024-10,10598.78,11,7,0
ACC0003207,CUST002347,2024-11,10541.65,19,5,0
ACC0003207,CUST002347,2024-12,10359.64,13,5,0
ACC0003208,CUST004370,2024-01,9152.27,13,9,0
ACC0003208,CUST004370,2024-02,9533.0,13,10,0
ACC0003208,CUST004370,2024-03,9250.37,15,9,1
ACC0003208,CUST004370,2024-04,9672.75,12,8,0
ACC0003208,CUST004370,2024-05,9879.17,7,9,0
ACC0003208,CUST004370,2024-06,9758.96,13,8,0
ACC0003208,CUST004370,2024-07,9868.01,14,7,0
ACC0003208,CUST004370,2024-08,10160.74,15,9,0
ACC0003208,CUST004370,2024-09,10638.31,6,8,0
ACC0003208,CUST004370,2024-10,10890.62,13,8,0
ACC0003208,CUST004370,2024-11,10604.86,11,7,1
ACC0003208,CUST004370,2024-12,10593.86,9,11,0
ACC0003211,CUST004407,2024-01,3126.35,10,10,0
ACC0003211,CUST004407,2024-02,3216.58,10,9,0
ACC0003211,CUST004407,2024-03,3180.76,18,8,1
ACC0003211,CUST004407,2024-04,3274.28,12,6,0
ACC0003211,CUST004407,2024-05,3261.82,17,11,0
ACC0003211,CUST004407,2024-06,3262.33,11,6,0
ACC0003211,CUST004407,2024-07,3372.69,4,10,0
ACC0003211,CUST004407,2024-08,3528.55,14,8,0
ACC0003211,CUST004407,2024-09,3612.88,11,5,0
ACC0003211,CUST004407,2024-10,3541.06,12,10,0
ACC0003211,CUST004407,2024-11,3508.2,9,14,0
ACC0003211,CUST004407,2024-12,3651.0,13,9,0
ACC0003215,CUST004024,2024-01,8150.85,9,4,0
ACC0003215,CUST004024,2024-02,8436.42,9,10,0
ACC0003215,CUST004024,2024-03,8790.82,8,8,0
ACC0003215,CUST004024,2024-04,8929.02,14,8,1
ACC0003215,CUST004024,2024-05,9301.71,15,4,0
ACC0003215,CUST004024,2024-06,9722.87,12,6,0
ACC0003215,CUST004024,2024-07,9975.56,9,9,0
ACC0003215,CUST004024,2024-08,10137.94,13,11,0
ACC0003215,CUST004024,2024-09,9967.78,9,5,0
ACC0003215,CUST004024,2024-10,9846.69,11,8,0
ACC0003215,CUST004024,2024-11,10247.7,14,10,0
ACC0003215,CUST004024,2024-12,10499.66,16,5,0
ACC0003216,CUST003455,2024-01,9881.73,7,11,0
ACC0003216,CUST003455,2024-02,9684.21,13,3,0
ACC0003216,CUST003455,2024-03,10025.25,13,8,1
ACC0003216,CUST003455,2024-04,10200.84,9,10,0
ACC0003216,CUST003455,2024-05,10162.83,14,8,0
ACC0003216,CUST003455,2024-06,10116.79,16,12,0
ACC0003216,CUST003455,2024-07,9845.23,14,11,0
ACC0003216,CUST003455,2024-08,10243.5,20,11,0
ACC0003216,CUST003455,2024-09,8429.35,18,4,0
ACC0003216,CUST003455,2024-10,7583.55,1,4,0
ACC0003216,CUST003455,2024-11,5953.46,6,1,0
ACC0003216,CUST003455,2024-12,0.0,0,0,0
ACC0003218,CUST001489,2024-01,5258.88,15,12,0
ACC0003218,CUST001489,2024-02,5470.84,13,6,0
ACC0003218,CUST001489,2024-03,5648.62,14,5,0
ACC0003218,CUST001489,2024-04,5565.47,12,8,0
ACC0003218,CUST001489,2024-05,5613.98,14,8,0
ACC0003218,CUST001489,2024-06,5845.65,11,11,0
ACC0003218,CUST001489,2024-07,5939.93,9,6,0
ACC0003218,CUST001489,2024-08,5992.41,17,7,0
ACC0003218,CUST001489,2024-09,5887.4,13,8,1
ACC0003218,CUST001489,2024-10,5961.92,17,4,0
ACC0003218,CUST001489,2024-11,5965.9,14,7,0
ACC0003218,CUST001489,2024-12,6189.78,10,8,0
ACC0003220,CUST000499,2024-01,4078.57,8,13,0
ACC0003220,CUST000499,2024-02,3991.61,11,12,0
ACC0003220,CUST000499,2024-03,3974.38,8,6,0
ACC0003220,CUST000499,2024-04,4142.27,10,6,0
ACC0003220,CUST000499,2024-05,4319.24,4,9,0
ACC0003220,CUST000499,2024-06,4510.71,11,7,1
ACC0003220,CUST000499,2024-07,4377.68,12,2,0
ACC0003220,CUST000499,2024-08,4379.34,16,10,0
ACC0003220,CUST000499,2024-09,4421.65,12,6,0
ACC0003220,CUST000499,2024-10,4561.99,9,7,0
ACC0003220,CUST000499,2024-11,4507.91,21,6,0
ACC0003220,CUST000499,2024-12,4724.72,13,11,0
ACC0003223,CUST004399,2024-01,9045.57,9,11,0
ACC0003223,CUST004399,2024-02,8921.96,10,13,0
ACC0003223,CUST004399,2024-03,8932.11,6,7,0
ACC0003223,CUST004399,2024-04,8743.57,16,13,0
ACC0003223,CUST004399,2024-05,8779.4,13,8,0
ACC0003223,CUST004399,2024-06,9047.8,15,13,0
ACC0003223,CUST004399,2024-07,9085.41,13,8,0
ACC0003223,CUST004399,2024-08,9005.49,15,5,0
ACC0003223,CUST004399,2024-09,8948.9,8,6,1
ACC0003223,CUST004399,2024-10,8833.69,15,12,0
ACC0003223,CUST004399,2024-11,9156.7,10,12,0
ACC0003223,CUST004399,2024-12,9347.82,21,14,0
ACC0003224,CUST004531,2024-01,2352.39,10,9,0
ACC0003224,CUST004531,2024-02,2457.57,8,11,0
ACC0003224,CUST004531,2024-03,2538.04,19,8,0
ACC0003224,CUST004531,2024-04,2484.26,12,5,0
ACC0003224,CUST004531,2024-05,2413.52,13,5,0
ACC0003224,CUST004531,2024-06,2399.62,14,7,0
ACC0003224,CUST004531,2024-07,2409.53,19,7,0
ACC0003224,CUST004531,2024-08,2378.68,8,6,0
ACC0003224,CUST004531,2024-09,2479.7,10,8,0
ACC0003224,CUST004531,2024-10,2488.21,8,7,0
ACC0003224,CUST004531,2024-11,2486.35,10,9,0
ACC0003224,CUST004531,2024-12,2475.75,12,8,0
ACC0003228,CUST003575,2024-01,8251.09,11,11,0
ACC0003228,CUST003575,2024-02,8633.88,15,4,0
ACC0003228,CUST003575,2024-03,9027.07,11,5,0
ACC0003228,CUST003575,2024-04,9211.74,10,4,0
ACC0003228,CUST003575,2024-05,9537.7,13,8,0
ACC0003228,CUST003575,2024-06,9439.48,10,11,0
ACC0003228,CUST003575,2024-07,9760.06,14,5,0
ACC0003228,CUST003575,2024-08,9923.08,16,7,1
ACC0003228,CUST003575,2024-09,9899.36,14,7,1
ACC0003228,CUST003575,2024-10,10224.79,13,8,0
ACC0003228,CUST003575,2024-11,10119.21,20,8,0
ACC0003228,CUST003575,2024-12,10273.71,8,10,0
ACC0003231,CUST002396,2024-01,4540.76,14,6,0
ACC0003231,CUST002396,2024-02,4509.49,11,7,0
ACC0003231,CUST002396,2024-03,3649.43,13,6,0
ACC0003231,CUST002396,2024-04,3292.16,1,2,0
ACC0003231,CUST002396,2024-05,2960.17,2,1,0
ACC0003231,CUST002396,2024-06,0.0,0,0,0
ACC0003231,CUST002396,2024-07,0.0,0,0,0
ACC0003231,CUST002396,2024-08,0.0,0,0,0
ACC0003231,CUST002396,2024-09,0.0,0,0,0
ACC0003231,CUST002396,2024-10,0.0,0,0,0
ACC0003231,CUST002396,2024-11,0.0,0,0,0
ACC0003231,CUST002396,2024-12,0.0,0,0,0
ACC0003233,CUST003711,2024-01,880.63,10,8,0
ACC0003233,CUST003711,2024-02,886.22,16,7,0
ACC0003233,CUST003711,2024-03,896.11,12,9,0
ACC0003233,CUST003711,2024-04,889.78,20,12,0
ACC0003233,CUST003711,2024-05,899.84,15,5,0
ACC0003233,CUST003711,2024-06,908.83,9,5,0
ACC0003233,CUST003711,2024-07,928.54,14,12,0
ACC0003233,CUST003711,2024-08,974.87,10,12,0
ACC0003233,CUST003711,2024-10,978.68,13,6,0
ACC0003233,CUST003711,2024-11,986.99,6,6,1
ACC0003233,CUST003711,2024-12,974.73,14,6,0
ACC0003234,CUST003120,2024-01,7568.97,11,10,0
ACC0003234,CUST003120,2024-02,7819.04,15,7,0
ACC0003234,CUST003120,2024-03,7662.93,12,5,0
ACC0003234,CUST003120,2024-04,7655.28,14,8,0
ACC0003234,CUST003120,2024-05,7806.72,10,3,0
ACC0003234,CUST003120,2024-06,8119.42,11,9,0
ACC0003234,CUST003120,2024-07,8328.87,15,6,0
ACC0003234,CUST003120,2024-08,8267.11,21,5,0
ACC0003234,CUST003120,2024-09,8502.81,15,6,0
ACC0003234,CUST003120,2024-10,8262.48,11,11,0
ACC0003234,CUST003120,2024-11,8126.63,8,6,0
ACC0003234,CUST003120,2024-12,8520.73,11,7,0
ACC0003237,CUST003169,2024-01,3292.18,13,8,0
ACC0003237,CUST003169,2024-02,3425.29,12,6,0
ACC0003237,CUST003169,2024-03,3325.53,10,8,0
ACC0003237,CUST003169,2024-04,3337.28,7,8,0
ACC0003237,CUST003169,2024-06,3383.84,13,13,0
ACC0003237,CUST003169,2024-07,3496.97,13,4,0
ACC0003237,CUST003169,2024-08,3537.91,13,4,0
ACC0003237,CUST003169,2024-09,3604.13,12,5,0
ACC0003237,CUST003169,2024-10,3700.35,13,7,0
ACC0003237,CUST003169,2024-11,3818.95,13,9,0
ACC0003237,CUST003169,2024-12,4005.54,16,7,0
ACC0003239,CUST001611,2024-01,7638.58,11,14,0
ACC0003239,CUST001611,2024-02,7522.26,11,6,0
ACC0003239,CUST001611,2024-03,7504.95,13,5,0
ACC0003239,CUST001611,2024-04,7635.64,13,5,0
ACC0003239,CUST001611,2024-05,7836.61,13,8,0
ACC0003239,CUST001611,2024-06,7940.97,16,8,0
ACC0003239,CUST001611,2024-07,8118.75,10,9,1
ACC0003239,CUST001611,2024-08,8231.99,11,10,0
ACC0003239,CUST001611,2024-09,6882.51,17,9,0
ACC0003239,CUST001611,2024-10,6086.16,4,0,0
ACC0003239,CUST001611,2024-11,5282.57,4,2,0
ACC0003239,CUST001611,2024-12,0.0,0,0,0
ACC0003241,CUST003669,2024-01,7082.64,17,7,0
ACC0003241,CUST003669,2024-02,7231.59,14,17,0
ACC0003241,CUST003669,2024-03,7354.79,19,13,0
ACC0003241,CUST003669,2024-04,7456.49,14,8,0
ACC0003241,CUST003669,2024-05,7408.43,10,7,0
ACC0003241,CUST003669,2024-06,7766.02,4,7,0
ACC0003241,CUST003669,2024-07,7783.64,16,8,0
ACC0003241,CUST003669,2024-08,8138.32,7,9,0
ACC0003241,CUST003669,2024-09,8124.85,14,12,0
ACC0003241,CUST003669,2024-10,8018.38,7,7,0
ACC0003241,CUST003669,2024-11,7913.57,16,6,0
ACC0003241,CUST003669,2024-12,8283.34,14,9,0
ACC0003242,CUST002334,2024-01,7255.91,15,5,0
ACC0003242,CUST002334,2024-02,7121.61,6,2,0
ACC0003242,CUST002334,2024-03,7381.41,17,7,0
ACC0003242,CUST002334,2024-04,7207.79,9,9,0
ACC0003242,CUST002334,2024-05,7319.33,7,12,0
ACC0003242,CUST002334,2024-06,7392.14,12,6,0
ACC0003242,CUST002334,2024-07,7380.56,14,13,0
ACC0003242,CUST002334,2024-08,7211.09,16,10,0
ACC0003242,CUST002334,2024-09,7194.28,15,7,0
ACC0003242,CUST002334,2024-10,7450.53,8,10,0
ACC0003242,CUST002334,2024-11,7644.47,13,9,0
ACC0003242,CUST002334,2024-12,7835.82,12,6,0
ACC0003244,CUST002092,2024-01,6249.13,10,8,0
ACC0003244,CUST002092,2024-02,6363.8,14,5,0
ACC0003244,CUST002092,2024-03,6488.39,14,6,0
ACC0003244,CUST002092,2024-04,6645.93,12,8,0
ACC0003244,CUST002092,2024-05,6694.76,14,6,0
ACC0003244,CUST002092,2024-06,6739.14,14,9,0
ACC0003244,CUST002092,2024-07,6986.49,10,6,0
ACC0003244,CUST002092,2024-08,7101.36,7,11,0
ACC0003244,CUST002092,2024-09,7144.36,16,12,0
ACC0003244,CUST002092,2024-10,7174.86,12,6,0
ACC0003244,CUST002092,2024-11,7416.13,6,13,0
ACC0003244,CUST002092,2024-12,7548.7,9,7,0
ACC0003247,CUST001023,2024-01,4931.97,17,13,0
ACC0003247,CUST001023,2024-02,5170.03,8,12,0
ACC0003247,CUST001023,2024-03,5099.79,12,9,0
ACC0003247,CUST001023,2024-04,4970.13,11,6,0
ACC0003247,CUST001023,2024-05,4925.77,17,9,0
ACC0003247,CUST001023,2024-06,4857.87,17,11,0
ACC0003247,CUST001023,2024-07,4960.5,6,11,0
ACC0003247,CUST001023,2024-08,4848.95,12,11,0
ACC0003247,CUST001023,2024-09,4962.06,22,15,0
ACC0003247,CUST001023,2024-10,5095.4,11,10,0
ACC0003247,CUST001023,2024-11,5256.29,8,11,0
ACC0003247,CUST001023,2024-12,5195.14,13,6,1
ACC0003249,CUST002338,2024-01,4657.06,8,9,0
ACC0003249,CUST002338,2024-02,4548.39,11,6,0
ACC0003249,CUST002338,2024-03,4729.8,8,7,0
ACC0003249,CUST002338,2024-04,4734.3,14,8,0
ACC0003249,CUST002338,2024-05,4779.37,14,10,0
ACC0003249,CUST002338,2024-06,4933.42,14,8,0
ACC0003249,CUST002338,2024-07,5130.88,11,5,0
ACC0003249,CUST002338,2024-08,5327.5,11,6,0
ACC0003249,CUST002338,2024-09,5193.62,13,8,0
ACC0003249,CUST002338,2024-10,5148.16,10,2,0
ACC0003249,CUST002338,2024-11,5229.65,6,6,0
ACC0003249,CUST002338,2024-12,5155.41,11,9,0
ACC0003251,CUST004947,2024-01,511.9,8,5,0
ACC0003251,CUST004947,2024-02,515.09,5,15,0
ACC0003251,CUST004947,2024-03,538.95,12,11,0
ACC0003251,CUST004947,2024-04,540.87,9,4,0
ACC0003251,CUST004947,2024-05,531.01,16,8,0
ACC0003251,CUST004947,2024-06,543.18,13,10,0
ACC0003251,CUST004947,2024-07,564.05,12,7,0
ACC0003251,CUST004947,2024-08,591.73,15,12,0
ACC0003251,CUST004947,2024-09,576.53,18,7,0
ACC0003251,CUST004947,2024-10,576.08,12,8,0
ACC0003251,CUST004947,2024-11,590.57,17,5,0
ACC0003251,CUST004947,2024-12,600.68,13,7,0
ACC0003252,CUST003535,2024-01,7718.76,13,3,0
ACC0003252,CUST003535,2024-02,7569.7,12,8,0
ACC0003252,CUST003535,2024-03,7421.34,9,14,0
ACC0003252,CUST003535,2024-04,7400.58,6,6,0
ACC0003252,CUST003535,2024-05,7479.15,11,7,0
ACC0003252,CUST003535,2024-06,7794.45,12,10,0
ACC0003252,CUST003535,2024-07,8106.79,11,6,0
ACC0003252,CUST003535,2024-08,7944.94,20,6,0
ACC0003252,CUST003535,2024-09,7899.02,6,4,0
ACC0003252,CUST003535,2024-10,8267.52,9,5,0
ACC0003252,CUST003535,2024-11,8406.0,12,7,0
ACC0003252,CUST003535,2024-12,8357.74,12,6,1
ACC0003253,CUST004616,2024-01,5142.89,10,11,0
ACC0003253,CUST004616,2024-02,4995.6,16,6,0
ACC0003253,CUST004616,2024-03,5154.42,9,5,0
ACC0003253,CUST004616,2024-04,5082.55,13,10,0
ACC0003253,CUST004616,2024-05,5259.13,12,3,0
ACC0003253,CUST004616,2024-06,5346.23,15,7,0
ACC0003253,CUST004616,2024-07,5481.89,14,8,0
ACC0003253,CUST004616,2024-08,5619.67,12,6,0
ACC0003253,CUST004616,2024-09,5837.47,12,8,1
ACC0003253,CUST004616,2024-10,5787.82,17,4,0
ACC0003253,CUST004616,2024-11,6042.22,14,7,0
ACC0003253,CUST004616,2024-12,6336.26,11,5,0
ACC0003256,CUST002081,2024-01,3958.64,14,11,0
ACC0003256,CUST002081,2024-02,4152.36,12,10,0
ACC0003256,CUST002081,2024-03,4181.54,11,9,0
ACC0003256,CUST002081,2024-04,4281.98,9,9,0
ACC0003256,CUST002081,2024-05,4412.06,17,10,0
ACC0003256,CUST002081,2024-06,4525.84,11,10,0
ACC0003256,CUST002081,2024-07,4744.05,10,4,0
ACC0003256,CUST002081,2024-08,4953.29,13,13,0
ACC0003256,CUST002081,2024-09,5099.45,7,7,0
ACC0003256,CUST002081,2024-10,4954.42,11,5,0
ACC0003256,CUST002081,2024-11,4967.29,17,12,0
ACC0003256,CUST002081,2024-12,5019.49,12,7,0
ACC0003257,CUST000666,2024-01,13338.81,12,4,0
ACC0003257,CUST000666,2024-02,13771.58,18,4,0
ACC0003257,CUST000666,2024-03,13504.67,12,10,0
ACC0003257,CUST000666,2024-04,13141.78,6,6,0
ACC0003257,CUST000666,2024-05,13152.59,7,8,0
ACC0003257,CUST000666,2024-06,13723.05,13,10,0
ACC0003257,CUST000666,2024-07,14105.52,14,11,0
ACC0003257,CUST000666,2024-08,14245.85,10,8,0
ACC0003257,CUST000666,2024-09,14711.08,11,7,0
ACC0003257,CUST000666,2024-10,15154.7,6,12,0
ACC0003257,CUST000666,2024-11,14716.83,15,18,1
ACC0003257,CUST000666,2024-12,14630.86,17,5,0
ACC0003258,CUST004031,2024-01,2814.85,15,9,0
ACC0003258,CUST004031,2024-02,2891.19,9,9,0
ACC0003258,CUST004031,2024-03,2823.81,14,6,0
ACC0003258,CUST004031,2024-04,2864.97,8,11,0
ACC0003258,CUST004031,2024-05,2866.27,13,3,0
ACC0003258,CUST004031,2024-06,2836.45,15,8,0
ACC0003258,CUST004031,2024-07,2952.24,16,10,0
ACC0003258,CUST004031,2024-08,2874.8,14,9,0
