transaction_id,account_id,customer_id,transaction_date,transaction_type,category,amount
TXN00004414,ACC0005757,CUST003059,2024-11-08 00:00:00,Online Transfer,Travel,-0.25
TXN00004415,ACC0005757,CUST003059,2024-10-17 00:00:00,POS Purchase,Entertainment,-63.98
TXN00004416,ACC0005757,CUST003059,2024-10-20 00:00:00,Mobile Payment,Salary,-64.01
TXN00004417,ACC0005757,CUST003059,2024-12-18 00:00:00,POS Purchase,Shopping,-31.43
TXN00004418,ACC0005757,CUST003059,2024-10-21 00:00:00,Salary Deposit,Salary,4546.66
TXN00004419,ACC0005757,CUST003059,2024-10-21 00:00:00,POS Purchase,Travel,-131.61
TXN00004420,ACC0005757,CUST003059,2024-11-07 00:00:00,POS Purchase,Shopping,-92.44
TXN00004421,ACC0005757,CUST003059,2024-12-16 00:00:00,Salary Deposit,Salary,4217.67
TXN00004422,ACC0005757,CUST003059,2024-10-19 00:00:00,ATM Withdrawal,Salary,-114.98
TXN00004423,ACC0005757,CUST003059,2024-12-30 00:00:00,POS Purchase,Dining,-77.21
TXN00004424,ACC0005757,CUST003059,2024-10-30 00:00:00,International Transfer,Other,-896.8
TXN00004425,ACC0005757,CUST003059,2024-10-05 00:00:00,Online Transfer,Healthcare,-34.93
TXN00004426,ACC0005757,CUST003059,2024-11-16 00:00:00,Mobile Payment,Dining,-46.42
TXN00004427,ACC0005757,CUST003059,2024-11-01 00:00:00,ATM Withdrawal,Shopping,-50.26
TXN00004428,ACC0005757,CUST003059,2024-10-08 00:00:00,Mobile Payment,Salary,-70.64
TXN00004429,ACC0005757,CUST003059,2024-12-29 00:00:00,International Transfer,Dining,-67.78
TXN00004430,ACC0005757,CUST003059,2024-12-05 00:00:00,ATM Withdrawal,Salary,-85.59
TXN00004431,ACC0005757,CUST003059,2024-10-10 00:00:00,Mobile Payment,Groceries,-68.82
TXN00004432,ACC0005757,CUST003059,2024-11-10 00:00:00,Salary Deposit,Salary,6039.49
TXN00004433,ACC0005757,CUST003059,2024-10-07 00:00:00,International Transfer,Shopping,-482.29
TXN00004434,ACC0005757,CUST003059,2024-11-17 00:00:00,International Transfer,Other,-785.81
TXN00004435,ACC0005757,CUST003059,2024-12-27 00:00:00,ATM Withdrawal,Rent,-150.47
TXN00004436,ACC0005757,CUST003059,2024-10-28 00:00:00,POS Purchase,Travel,-52.1
TXN00004437,ACC0005757,CUST003059,2024-11-15 00:00:00,Mobile Payment,Shopping,-139.88
TXN00004438,ACC0005757,CUST003059,2024-10-21 00:00:00,International Transfer,Salary,-333.41
TXN00004439,ACC0005757,CUST003059,2024-11-03 00:00:00,Direct Debit,Dining,-83.66
TXN00004440,ACC0005757,CUST003059,2024-12-06 00:00:00,International Transfer,Rent,-493.25
TXN00004441,ACC0005757,CUST003059,2024-12-11 00:00:00,Direct Debit,Utilities,-95.7
TXN00004442,ACC0005757,CUST003059,2024-10-22 00:00:00,Mobile Payment,Healthcare,-42.88
TXN00004443,ACC0008835,CUST002547,2024-10-31 00:00:00,Direct Debit,Salary,-43.04
TXN00004444,ACC0008835,CUST002547,2024-11-18 00:00:00,International Transfer,Groceries,-357.23
TXN00004445,ACC0008835,CUST002547,2024-11-27 00:00:00,Salary Deposit,Salary,3304.38
TXN00004446,ACC0008835,CUST002547,2024-10-23 00:00:00,Online Transfer,Salary,-28.45
TXN00004447,ACC0008835,CUST002547,2024-11-05 00:00:00,Direct Debit,Dining,-43.44
TXN00004448,ACC0000574,CUST000995,2024-10-22 00:00:00,ATM Withdrawal,Salary,-156.73
TXN00004449,ACC0000574,CUST000995,2024-10-27 00:00:00,Mobile Payment,Shopping,-47.6
TXN00004450,ACC0000574,CUST000995,2024-11-21 00:00:00,Salary Deposit,Salary,5673.54
TXN00004451,ACC0000574,CUST000995,2024-10-27 00:00:00,Direct Debit,Travel,-36.98
TXN00004452,ACC0000574,CUST000995,2024-10-31 00:00:00,Salary Deposit,Salary,3046.18
TXN00004453,ACC0000574,CUST000995,2024-11-10 00:00:00,Direct Debit,Dining,-119.28
TXN00004454,ACC0004617,CUST002302,2024-12-27 00:00:00,Salary Deposit,Salary,4525.49
TXN00004455,ACC0004617,CUST002302,2024-10-07 00:00:00,Salary Deposit,Salary,3079.1
TXN00004456,ACC0004617,CUST002302,2024-11-21 00:00:00,ATM Withdrawal,Entertainment,-11.11
TXN00004457,ACC0004617,CUST002302,2024-12-09 00:00:00,POS Purchase,Rent,-71.59
TXN00004458,ACC0004617,CUST002302,2024-12-01 00:00:00,Mobile Payment,Shopping,-78.01
TXN00004459,ACC0004617,CUST002302,2024-12-29 00:00:00,International Transfer,Groceries,-112.26
TXN00004460,ACC0004617,CUST002302,2024-10-07 00:00:00,ATM Withdrawal,Dining,-132.26
TXN00004461,ACC0004617,CUST002302,2024-11-22 00:00:00,Salary Deposit,Salary,4680.48
TXN00004462,ACC0004617,CUST002302,2024-12-11 00:00:00,Salary Deposit,Salary,4959.09
TXN00004463,ACC0004617,CUST002302,2024-10-12 00:00:00,International Transfer,Other,-601.95
TXN00004464,ACC0004617,CUST002302,2024-11-27 00:00:00,Mobile Payment,Dining,-209.39
TXN00004465,ACC0005076,CUST002985,2024-12-01 00:00:00,Salary Deposit,Salary,3110.41
TXN00004466,ACC0005076,CUST002985,2024-11-05 00:00:00,ATM Withdrawal,Healthcare,-142.9
TXN00004467,ACC0005076,CUST002985,2024-12-26 00:00:00,Mobile Payment,Groceries,-2.74
TXN00004468,ACC0005076,CUST002985,2024-10-03 00:00:00,Online Transfer,Other,-36.0
TXN00004469,ACC0005076,CUST002985,2024-10-11 00:00:00,Salary Deposit,Salary,5351.8
TXN00004470,ACC0005076,CUST002985,2024-12-15 00:00:00,International Transfer,Entertainment,-600.46
TXN00004471,ACC0005076,CUST002985,2024-10-08 00:00:00,Salary Deposit,Salary,4758.96
TXN00004472,ACC0005076,CUST002985,2024-10-10 00:00:00,Salary Deposit,Salary,4361.3
TXN00004473,ACC0005076,CUST002985,2024-11-06 00:00:00,Salary Deposit,Salary,4720.01
TXN00004474,ACC0005076,CUST002985,2024-12-30 00:00:00,POS Purchase,Entertainment,-34.44
TXN00004475,ACC0005076,CUST002985,2024-11-19 00:00:00,ATM Withdrawal,Other,-2.37
TXN00004476,ACC0005076,CUST002985,2024-10-14 00:00:00,Direct Debit,Shopping,-18.16
TXN00004477,ACC0005076,CUST002985,2024-12-17 00:00:00,Direct Debit,Entertainment,-11.82
TXN00004478,ACC0005076,CUST002985,2024-10-23 00:00:00,Salary Deposit,Salary,4483.28
TXN00004479,ACC0005076,CUST002985,2024-11-22 00:00:00,Salary Deposit,Salary,3211.61
TXN00004480,ACC0005076,CUST002985,2024-10-08 00:00:00,Salary Deposit,Salary,5392.89
TXN00004481,ACC0005076,CUST002985,2024-10-24 00:00:00,Online Transfer,Other,-6.45
TXN00004482,ACC0005076,CUST002985,2024-11-07 00:00:00,Online Transfer,Healthcare,-72.08
TXN00004483,ACC0005076,CUST002985,2024-10-20 00:00:00,POS Purchase,Healthcare,-29.61
TXN00004484,ACC0005076,CUST002985,2024-10-21 00:00:00,Online Transfer,Dining,-163.26
TXN00004485,ACC0005076,CUST002985,2024-12-22 00:00:00,ATM Withdrawal,Groceries,-120.4
TXN00004486,ACC0005076,CUST002985,2024-11-02 00:00:00,ATM Withdrawal,Entertainment,-25.44
TXN00004487,ACC0005076,CUST002985,2024-11-04 00:00:00,ATM Withdrawal,Salary,-112.51
TXN00004488,ACC0005076,CUST002985,2024-10-09 00:00:00,Mobile Payment,Healthcare,-103.28
TXN00004489,ACC0005076,CUST002985,2024-12-08 00:00:00,International Transfer,Travel,-611.25
TXN00004490,ACC0005076,CUST002985,2024-12-21 00:00:00,International Transfer,Healthcare,-699.56
TXN00004491,ACC0005076,CUST002985,2024-11-26 00:00:00,POS Purchase,Entertainment,-194.15
TXN00004492,ACC0005076,CUST002985,2024-12-08 00:00:00,Online Transfer,Entertainment,-40.41
TXN00004493,ACC0005076,CUST002985,2024-11-01 00:00:00,Mobile Payment,Salary,-176.36
TXN00004494,ACC0005076,CUST002985,2024-11-08 00:00:00,POS Purchase,Entertainment,-4.07
TXN00004495,ACC0005076,CUST002985,2024-12-24 00:00:00,POS Purchase,Groceries,-138.72
TXN00004496,ACC0005076,CUST002985,2024-12-29 00:00:00,Mobile Payment,Utilities,-197.34
TXN00004497,ACC0005076,CUST002985,2024-10-25 00:00:00,International Transfer,Rent,-550.41
TXN00004498,ACC0005076,CUST002985,2024-11-23 00:00:00,Mobile Payment,Salary,-34.91
TXN00004499,ACC0005076,CUST002985,2024-12-05 00:00:00,ATM Withdrawal,Shopping,-110.37
TXN00004500,ACC0005076,CUST002985,2024-11-04 00:00:00,ATM Withdrawal,Groceries,-4.55
TXN00004501,ACC0002741,CUST001535,2024-10-29 00:00:00,Mobile Payment,Healthcare,-19.73
TXN00004502,ACC0002741,CUST001535,2024-11-07 00:00:00,ATM Withdrawal,Groceries,-168.03
TXN00004503,ACC0002741,CUST001535,2024-11-10 00:00:00,Salary Deposit,Salary,5296.54
TXN00004504,ACC0002741,CUST001535,2024-10-26 00:00:00,POS Purchase,Groceries,-9.56
TXN00004505,ACC0002741,CUST001535,2024-11-10 00:00:00,POS Purchase,Dining,-42.25
TXN00004506,ACC0002741,CUST001535,2024-11-25 00:00:00,POS Purchase,Travel,-192.35
TXN00004507,ACC0002741,CUST001535,2024-12-22 00:00:00,Direct Debit,Utilities,-28.17
TXN00004508,ACC0002741,CUST001535,2024-11-15 00:00:00,POS Purchase,Other,-0.04
TXN00004509,ACC0002741,CUST001535,2024-12-23 00:00:00,International Transfer,Utilities,-420.27
TXN00004510,ACC0002741,CUST001535,2024-10-04 00:00:00,Mobile Payment,Salary,-6.66
TXN00004511,ACC0002741,CUST001535,2024-10-04 00:00:00,ATM Withdrawal,Healthcare,-248.75
TXN00004512,ACC0002741,CUST001535,2024-11-04 00:00:00,Salary Deposit,Salary,3568.2
TXN00004513,ACC0002741,CUST001535,2024-10-20 00:00:00,Mobile Payment,Entertainment,-72.45
TXN00004514,ACC0004221,CUST002882,2024-11-11 00:00:00,ATM Withdrawal,Shopping,-168.75
TXN00004515,ACC0004221,CUST002882,2024-11-08 00:00:00,Online Transfer,Utilities,-115.68
TXN00004516,ACC0004221,CUST002882,2024-11-04 00:00:00,International Transfer,Entertainment,-853.14
TXN00004517,ACC0004221,CUST002882,2024-10-11 00:00:00,ATM Withdrawal,Travel,-89.61
TXN00004518,ACC0004221,CUST002882,2024-10-20 00:00:00,International Transfer,Dining,-576.39
TXN00004519,ACC0004221,CUST002882,2024-12-27 00:00:00,Mobile Payment,Healthcare,-8.39
TXN00004520,ACC0004221,CUST002882,2024-11-23 00:00:00,Mobile Payment,Travel,-178.98
TXN00004521,ACC0004221,CUST002882,2024-12-04 00:00:00,Mobile Payment,Utilities,-41.14
TXN00004522,ACC0004221,CUST002882,2024-10-20 00:00:00,Direct Debit,Other,-17.25
TXN00004523,ACC0004221,CUST002882,2024-10-29 00:00:00,International Transfer,Rent,-518.98
TXN00004524,ACC0004221,CUST002882,2024-12-11 00:00:00,Salary Deposit,Salary,4227.28
TXN00004525,ACC0004221,CUST002882,2024-12-27 00:00:00,Mobile Payment,Shopping,-72.08
TXN00004526,ACC0004221,CUST002882,2024-10-24 00:00:00,Direct Debit,Utilities,-145.51
TXN00004527,ACC0004221,CUST002882,2024-11-04 00:00:00,Mobile Payment,Salary,-61.43
TXN00004528,ACC0004221,CUST002882,2024-12-30 00:00:00,POS Purchase,Healthcare,-42.6
TXN00004529,ACC0004221,CUST002882,2024-11-20 00:00:00,Salary Deposit,Salary,4767.57
TXN00004530,ACC0004221,CUST002882,2024-12-26 00:00:00,ATM Withdrawal,Entertainment,-61.98
TXN00004531,ACC0004221,CUST002882,2024-10-20 00:00:00,POS Purchase,Salary,-48.21
TXN00004532,ACC0004221,CUST002882,2024-10-18 00:00:00,Direct Debit,Healthcare,-90.88
TXN00004533,ACC0004221,CUST002882,2024-12-06 00:00:00,Mobile Payment,Groceries,-61.06
TXN00004534,ACC0004221,CUST002882,2024-11-13 00:00:00,POS Purchase,Entertainment,-181.18
TXN00004535,ACC0004221,CUST002882,2024-11-20 00:00:00,ATM Withdrawal,Rent,-49.06
TXN00004536,ACC0004221,CUST002882,2024-10-10 00:00:00,Salary Deposit,Salary,5162.69
TXN00004537,ACC0004221,CUST002882,2024-12-10 00:00:00,Salary Deposit,Salary,5090.87
TXN00004538,ACC0004221,CUST002882,2024-12-13 00:00:00,Direct Debit,Dining,-103.85
TXN00004539,ACC0000456,CUST004017,2024-10-25 00:00:00,Salary Deposit,Salary,5501.11
TXN00004540,ACC0000456,CUST004017,2024-12-03 00:00:00,POS Purchase,Utilities,-11.93
TXN00004541,ACC0000456,CUST004017,2024-11-18 00:00:00,Mobile Payment,Utilities,-65.5
TXN00004542,ACC0000456,CUST004017,2024-12-14 00:00:00,Salary Deposit,Salary,4854.02
TXN00004543,ACC0000456,CUST004017,2024-12-09 00:00:00,ATM Withdrawal,Other,-41.96
TXN00004544,ACC0000456,CUST004017,2024-12-09 00:00:00,ATM Withdrawal,Travel,-44.65
TXN00004545,ACC0000456,CUST004017,2024-10-19 00:00:00,Direct Debit,Other,-72.57
TXN00004546,ACC0000456,CUST004017,2024-11-08 00:00:00,Salary Deposit,Salary,6406.31
TXN00004547,ACC0000456,CUST004017,2024-10-04 00:00:00,International Transfer,Rent,-63.42
TXN00004548,ACC0000456,CUST004017,2024-11-23 00:00:00,Direct Debit,Groceries,-32.8
TXN00004549,ACC0000456,CUST004017,2024-12-14 00:00:00,Salary Deposit,Salary,7133.53
TXN00004550,ACC0000456,CUST004017,2024-12-22 00:00:00,POS Purchase,Entertainment,-71.64
TXN00004551,ACC0000456,CUST004017,2024-10-12 00:00:00,ATM Withdrawal,Dining,-60.13
TXN00004552,ACC0000456,CUST004017,2024-11-06 00:00:00,Direct Debit,Salary,-50.17
TXN00004553,ACC0000456,CUST004017,2024-10-21 00:00:00,Direct Debit,Other,-196.34
TXN00004554,ACC0000456,CUST004017,2024-12-19 00:00:00,Salary Deposit,Salary,5168.04
TXN00004555,ACC0000456,CUST004017,2024-10-15 00:00:00,Direct Debit,Shopping,-106.91
TXN00004556,ACC0000456,CUST004017,2024-11-11 00:00:00,Salary Deposit,Salary,6273.43
TXN00004557,ACC0000456,CUST004017,2024-12-26 00:00:00,Mobile Payment,Utilities,-79.16
TXN00004558,ACC0000456,CUST004017,2024-12-03 00:00:00,International Transfer,Salary,-927.0
TXN00004559,ACC0000456,CUST004017,2024-10-09 00:00:00,Direct Debit,Shopping,-77.93
TXN00004560,ACC0000456,CUST004017,2024-11-07 00:00:00,Salary Deposit,Salary,5067.19
TXN00004561,ACC0000456,CUST004017,2024-10-17 00:00:00,International Transfer,Healthcare,-488.9
TXN00004562,ACC0002453,CUST003771,2024-11-24 00:00:00,ATM Withdrawal,Utilities,-38.7
TXN00004563,ACC0002453,CUST003771,2024-12-22 00:00:00,ATM Withdrawal,Utilities,-10.49
TXN00004564,ACC0002453,CUST003771,2024-11-26 00:00:00,International Transfer,Dining,-407.84
TXN00004565,ACC0002453,CUST003771,2024-12-31 00:00:00,Online Transfer,Groceries,-183.88
TXN00004566,ACC0002453,CUST003771,2024-12-12 00:00:00,Mobile Payment,Utilities,-78.82
TXN00004567,ACC0002453,CUST003771,2024-11-25 00:00:00,Mobile Payment,Salary,-38.06
TXN00004568,ACC0002453,CUST003771,2024-10-03 00:00:00,Direct Debit,Healthcare,-2.99
TXN00004569,ACC0002453,CUST003771,2024-12-29 00:00:00,POS Purchase,Travel,-122.48
TXN00004570,ACC0002453,CUST003771,2024-12-09 00:00:00,Mobile Payment,Groceries,-86.96
TXN00004571,ACC0002453,CUST003771,2024-12-01 00:00:00,ATM Withdrawal,Utilities,-28.31
TXN00004572,ACC0002453,CUST003771,2024-11-12 00:00:00,Salary Deposit,Salary,3896.19
TXN00004573,ACC0002453,CUST003771,2024-12-20 00:00:00,International Transfer,Shopping,-167.27
TXN00004574,ACC0002453,CUST003771,2024-11-27 00:00:00,Direct Debit,Salary,-106.9
TXN00004575,ACC0002453,CUST003771,2024-12-05 00:00:00,International Transfer,Groceries,-164.85
TXN00004576,ACC0002453,CUST003771,2024-11-28 00:00:00,POS Purchase,Groceries,-46.66
TXN00004577,ACC0002453,CUST003771,2024-11-01 00:00:00,POS Purchase,Other,-50.22
TXN00004578,ACC0002453,CUST003771,2024-12-21 00:00:00,Direct Debit,Groceries,-39.37
TXN00004579,ACC0002453,CUST003771,2024-10-27 00:00:00,Mobile Payment,Dining,-46.18
TXN00004580,ACC0002453,CUST003771,2024-10-11 00:00:00,Online Transfer,Salary,-138.57
TXN00004581,ACC0002453,CUST003771,2024-12-01 00:00:00,Mobile Payment,Salary,-206.68
TXN00004582,ACC0002453,CUST003771,2024-10-26 00:00:00,Salary Deposit,Salary,4905.28
TXN00004583,ACC0002453,CUST003771,2024-10-27 00:00:00,Online Transfer,Utilities,-72.23
TXN00004584,ACC0002453,CUST003771,2024-12-20 00:00:00,Online Transfer,Healthcare,-188.48
TXN00004585,ACC0002453,CUST003771,2024-12-22 00:00:00,POS Purchase,Salary,-62.99
TXN00004586,ACC0002453,CUST003771,2024-10-03 00:00:00,Salary Deposit,Salary,4264.07
TXN00004587,ACC0002453,CUST003771,2024-10-28 00:00:00,Salary Deposit,Salary,6409.35
TXN00004588,ACC0002453,CUST003771,2024-10-31 00:00:00,Salary Deposit,Salary,4364.39
TXN00004589,ACC0002453,CUST003771,2024-11-11 00:00:00,POS Purchase,Healthcare,-76.16
TXN00004590,ACC0002453,CUST003771,2024-12-18 00:00:00,Salary Deposit,Salary,5915.24
TXN00004591,ACC0002453,CUST003771,2024-10-13 00:00:00,International Transfer,Rent,-1016.26
TXN00004592,ACC0002453,CUST003771,2024-10-06 00:00:00,Online Transfer,Entertainment,-106.62
TXN00004593,ACC0002453,CUST003771,2024-10-22 00:00:00,POS Purchase,Travel,-12.97
TXN00004594,ACC0002453,CUST003771,2024-11-10 00:00:00,Salary Deposit,Salary,3811.5
TXN00004595,ACC0002453,CUST003771,2024-12-27 00:00:00,Online Transfer,Entertainment,-67.56
TXN00004596,ACC0002453,CUST003771,2024-11-26 00:00:00,International Transfer,Other,-410.01
TXN00004597,ACC0002453,CUST003771,2024-12-26 00:00:00,International Transfer,Other,-1100.8
TXN00004598,ACC0002453,CUST003771,2024-10-28 00:00:00,Online Transfer,Shopping,-119.88
TXN00004599,ACC0002453,CUST003771,2024-12-22 00:00:00,Direct Debit,Shopping,-111.0
TXN00004600,ACC0002453,CUST003771,2024-11-19 00:00:00,ATM Withdrawal,Shopping,-34.46
TXN00004601,ACC0008209,CUST004449,2024-12-07 00:00:00,Mobile Payment,Groceries,-132.66
TXN00004602,ACC0008209,CUST004449,2024-11-02 00:00:00,Direct Debit,Groceries,-0.97
TXN00004603,ACC0008209,CUST004449,2024-11-12 00:00:00,POS Purchase,Travel,-8.73
TXN00004604,ACC0008209,CUST004449,2024-10-03 00:00:00,Mobile Payment,Salary,-5.22
TXN00004605,ACC0008209,CUST004449,2024-10-07 00:00:00,Mobile Payment,Travel,-241.4
TXN00004606,ACC0008209,CUST004449,2024-12-14 00:00:00,Direct Debit,Other,-114.15
TXN00004607,ACC0007319,CUST001040,2024-12-22 00:00:00,POS Purchase,Shopping,-170.35
TXN00004608,ACC0007319,CUST001040,2024-12-15 00:00:00,Online Transfer,Other,-72.1
TXN00004609,ACC0007319,CUST001040,2024-10-04 00:00:00,Salary Deposit,Salary,4095.1
TXN00004610,ACC0007319,CUST001040,2024-11-29 00:00:00,Salary Deposit,Salary,5938.23
TXN00004611,ACC0007319,CUST001040,2024-10-27 00:00:00,Online Transfer,Entertainment,-134.18
TXN00004612,ACC0007319,CUST001040,2024-11-22 00:00:00,Mobile Payment,Dining,-69.59
TXN00004613,ACC0007319,CUST001040,2024-11-27 00:00:00,Online Transfer,Shopping,-136.85
TXN00004614,ACC0007319,CUST001040,2024-10-30 00:00:00,Online Transfer,Salary,-53.66
TXN00004615,ACC0007319,CUST001040,2024-12-18 00:00:00,International Transfer,Groceries,-605.79
TXN00004616,ACC0007319,CUST001040,2024-10-29 00:00:00,Direct Debit,Groceries,-2.69
TXN00004617,ACC0007319,CUST001040,2024-11-23 00:00:00,International Transfer,Salary,-567.92
TXN00004618,ACC0007319,CUST001040,2024-10-14 00:00:00,Direct Debit,Groceries,-219.49
TXN00004619,ACC0007319,CUST001040,2024-12-10 00:00:00,Direct Debit,Rent,-74.73
TXN00004620,ACC0007319,CUST001040,2024-12-06 00:00:00,POS Purchase,Groceries,-132.09
TXN00004621,ACC0007319,CUST001040,2024-10-04 00:00:00,Direct Debit,Other,-166.73
TXN00004622,ACC0005228,CUST001796,2024-12-06 00:00:00,POS Purchase,Utilities,-63.42
TXN00004623,ACC0005228,CUST001796,2024-11-27 00:00:00,Online Transfer,Utilities,-32.9
TXN00004624,ACC0005228,CUST001796,2024-11-01 00:00:00,POS Purchase,Groceries,-70.27
TXN00004625,ACC0005228,CUST001796,2024-10-13 00:00:00,Online Transfer,Dining,-191.59
TXN00004626,ACC0005228,CUST001796,2024-12-06 00:00:00,Direct Debit,Salary,-95.63
TXN00004627,ACC0005228,CUST001796,2024-10-13 00:00:00,ATM Withdrawal,Other,-57.46
TXN00004628,ACC0005228,CUST001796,2024-10-05 00:00:00,Online Transfer,Other,-0.45
TXN00004629,ACC0005228,CUST001796,2024-12-12 00:00:00,ATM Withdrawal,Other,-133.61
TXN00004630,ACC0005228,CUST001796,2024-11-07 00:00:00,Online Transfer,Utilities,-0.67
TXN00004631,ACC0005228,CUST001796,2024-11-06 00:00:00,International Transfer,Healthcare,-998.04
TXN00004632,ACC0005228,CUST001796,2024-11-27 00:00:00,Mobile Payment,Utilities,-68.95
TXN00004633,ACC0003796,CUST004715,2024-10-07 00:00:00,Salary Deposit,Salary,3137.64
TXN00004634,ACC0003796,CUST004715,2024-11-22 00:00:00,ATM Withdrawal,Rent,-158.85
TXN00004635,ACC0003796,CUST004715,2024-11-04 00:00:00,ATM Withdrawal,Shopping,-86.27
TXN00004636,ACC0003796,CUST004715,2024-11-19 00:00:00,International Transfer,Shopping,-14.41
TXN00004637,ACC0003796,CUST004715,2024-12-24 00:00:00,Salary Deposit,Salary,4125.55
TXN00004638,ACC0003796,CUST004715,2024-11-22 00:00:00,ATM Withdrawal,Travel,-29.02
TXN00004639,ACC0003796,CUST004715,2024-10-10 00:00:00,Direct Debit,Shopping,-175.78
TXN00004640,ACC0003796,CUST004715,2024-10-26 00:00:00,Mobile Payment,Other,-55.19
TXN00004641,ACC0003796,CUST004715,2024-10-09 00:00:00,ATM Withdrawal,Travel,-121.38
TXN00004642,ACC0000577,CUST001222,2024-12-10 00:00:00,Mobile Payment,Salary,-83.72
TXN00004643,ACC0000577,CUST001222,2024-10-25 00:00:00,ATM Withdrawal,Travel,-75.38
TXN00004644,ACC0000577,CUST001222,2024-11-20 00:00:00,Online Transfer,Shopping,-13.09
TXN00004645,ACC0000577,CUST001222,2024-12-18 00:00:00,Direct Debit,Entertainment,-105.3
TXN00004646,ACC0000577,CUST001222,2024-11-19 00:00:00,Direct Debit,Travel,-94.86
TXN00004647,ACC0000577,CUST001222,2024-10-14 00:00:00,POS Purchase,Other,-247.43
TXN00004648,ACC0000577,CUST001222,2024-10-15 00:00:00,Online Transfer,Groceries,-6.59
TXN00004649,ACC0000577,CUST001222,2024-12-19 00:00:00,Salary Deposit,Salary,6826.51
TXN00004650,ACC0000577,CUST001222,2024-10-03 00:00:00,International Transfer,Rent,-866.15
TXN00004651,ACC0000577,CUST001222,2024-11-30 00:00:00,Salary Deposit,Salary,3228.74
TXN00004652,ACC0000577,CUST001222,2024-11-21 00:00:00,ATM Withdrawal,Healthcare,-118.92
TXN00004653,ACC0000577,CUST001222,2024-10-22 00:00:00,Direct Debit,Rent,-32.81
TXN00004654,ACC0000577,CUST001222,2024-10-18 00:00:00,ATM Withdrawal,Shopping,-59.19
TXN00004655,ACC0000577,CUST001222,2024-11-28 00:00:00,Mobile Payment,Entertainment,-3.46
TXN00004656,ACC0000577,CUST001222,2024-12-14 00:00:00,International Transfer,Groceries,-799.13
TXN00004657,ACC0000577,CUST001222,2024-12-22 00:00:00,POS Purchase,Salary,-60.78
TXN00004658,ACC0000577,CUST001222,2024-11-30 00:00:00,POS Purchase,Shopping,-63.81
TXN00004659,ACC0000577,CUST001222,2024-12-24 00:00:00,Online Transfer,Healthcare,-36.36
TXN00004660,ACC0000577,CUST001222,2024-11-14 00:00:00,Salary Deposit,Salary,4717.96
TXN00004661,ACC0000577,CUST001222,2024-12-25 00:00:00,Salary Deposit,Salary,4534.48
TXN00004662,ACC0005584,CUST001923,2024-11-10 00:00:00,Direct Debit,Travel,-94.3
TXN00004663,ACC0005584,CUST001923,2024-12-21 00:00:00,Online Transfer,Rent,-12.49
TXN00004664,ACC0005584,CUST001923,2024-11-12 00:00:00,Direct Debit,Rent,-76.52
TXN00004665,ACC0005584,CUST001923,2024-10-07 00:00:00,Direct Debit,Dining,-77.86
TXN00004666,ACC0005584,CUST001923,2024-12-23 00:00:00,Direct Debit,Salary,-183.67
TXN00004667,ACC0005584,CUST001923,2024-11-02 00:00:00,Direct Debit,Groceries,-46.91
TXN00004668,ACC0005584,CUST001923,2024-10-22 00:00:00,International Transfer,Dining,-143.47
TXN00004669,ACC0005584,CUST001923,2024-11-10 00:00:00,ATM Withdrawal,Other,-68.39
TXN00004670,ACC0005584,CUST001923,2024-11-08 00:00:00,Salary Deposit,Salary,3691.12
TXN00004671,ACC0005584,CUST001923,2024-11-06 00:00:00,ATM Withdrawal,Groceries,-89.35
TXN00004672,ACC0005584,CUST001923,2024-10-09 00:00:00,Direct Debit,Entertainment,-78.46
TXN00004673,ACC0005584,CUST001923,2024-12-14 00:00:00,Salary Deposit,Salary,3325.82
TXN00004674,ACC0005584,CUST001923,2024-11-10 00:00:00,International Transfer,Other,-783.9
TXN00004675,ACC0005584,CUST001923,2024-11-25 00:00:00,ATM Withdrawal,Groceries,-42.9
TXN00004676,ACC0005584,CUST001923,2024-11-17 00:00:00,ATM Withdrawal,Rent,-5.22
TXN00004677,ACC0005584,CUST001923,2024-12-25 00:00:00,Salary Deposit,Salary,4490.54
TXN00004678,ACC0005584,CUST001923,2024-10-18 00:00:00,POS Purchase,Utilities,-54.9
TXN00004679,ACC0001715,CUST001074,2024-11-01 00:00:00,Mobile Payment,Groceries,-47.98
TXN00004680,ACC0001715,CUST001074,2024-10-03 00:00:00,Mobile Payment,Rent,-83.3
TXN00004681,ACC0001715,CUST001074,2024-12-17 00:00:00,POS Purchase,Salary,-178.73
TXN00004682,ACC0001715,CUST001074,2024-11-25 00:00:00,Salary Deposit,Salary,3584.1
TXN00004683,ACC0001592,CUST003657,2024-12-28 00:00:00,Direct Debit,Rent,-64.34
TXN00004684,ACC0001592,CUST003657,2024-12-26 00:00:00,International Transfer,Other,-292.57
TXN00004685,ACC0001592,CUST003657,2024-11-28 00:00:00,Mobile Payment,Dining,-57.57
TXN00004686,ACC0001592,CUST003657,2024-10-29 00:00:00,Online Transfer,Shopping,-46.33
TXN00004687,ACC0001592,CUST003657,2024-12-17 00:00:00,International Transfer,Other,-944.99
TXN00004688,ACC0001592,CUST003657,2024-11-27 00:00:00,POS Purchase,Rent,-159.49
TXN00004689,ACC0001592,CUST003657,2024-11-28 00:00:00,Salary Deposit,Salary,4467.55
TXN00004690,ACC0001592,CUST003657,2024-11-25 00:00:00,Mobile Payment,Shopping,-169.22
TXN00004691,ACC0000306,CUST002908,2024-12-30 00:00:00,ATM Withdrawal,Groceries,-70.7
